"Gene_Name","logFC","PValue","FDR"
"TPCN1",1.93235634125087,4.15201751295752e-06,1.3285366273088e-05
"RBM20",-0.749108613702396,4.15963905634244e-06,1.33037535885454e-05
"ARMC4",0.373223418108866,4.15994657366378e-06,1.33037535885454e-05
"MSTO1",-0.926496683898163,4.16489711187741e-06,1.33160924969571e-05
"MYLK",0.420564983531055,4.16894045513208e-06,1.33255251936327e-05
"TMED1",0.737241490331249,4.17042652568827e-06,1.33267810680644e-05
"ARHGEF17",0.324501927078263,4.1735268849719e-06,1.33331934629697e-05
"TMTC3",0.496989903313924,4.18097527527088e-06,1.33534895417415e-05
"ZNF397",-0.476797176321959,4.1844992655424e-06,1.33612442499286e-05
"HLA-DRA",0.67871237645774,4.19134109378095e-06,1.33795860891028e-05
"ACTR3C",-0.339411884911693,4.1952603126971e-06,1.33885912230603e-05
"SHARPIN",0.442299267864435,4.22294396298176e-06,1.34734126806361e-05
"RFLNB",-0.303947108379368,4.22533009675561e-06,1.3477498484968e-05
"LAMTOR5",0.258265700810806,4.24251683224315e-06,1.35287791529888e-05
"CDA",0.429069939785592,4.24878963783745e-06,1.35452391409196e-05
"SDR39U1",0.465696656213309,4.25258959283863e-06,1.35538090787701e-05
"HEATR1",0.601154418800989,4.26295961006622e-06,1.35830616780633e-05
"HK2",0.475054562322214,4.26399614813784e-06,1.35830616780633e-05
"TNKS",-0.403968597182244,4.26528723029005e-06,1.35836250325146e-05
"PALM3",-0.668238971935692,4.28297302330897e-06,1.36363865571062e-05
"INPP5E",0.426218379174099,4.310782926382e-06,1.37213458630608e-05
"SLC1A4",-0.573525888812607,4.34216562692775e-06,1.38176301638936e-05
"MVK",0.70652574920825,4.35241091814892e-06,1.38466183463344e-05
"TNFSF18",0.576969539370818,4.38321496832688e-06,1.39409793057326e-05
"DNAJA4",0.445602270481306,4.38485570447675e-06,1.39425602225551e-05
"BORCS6",0.48579610046185,4.3927267858216e-06,1.39639458268452e-05
"TTC26",0.427881692105685,4.39467931772112e-06,1.39665108348118e-05
"SLC25A17",0.288117242472458,4.3983790640652e-06,1.39746257935936e-05
"CACTIN",-0.309618637562988,4.40164496582061e-06,1.3981358462303e-05
"C9orf78",0.324404738226622,4.40533543294045e-06,1.39894358590719e-05
"ACIN1",0.548531957827387,4.41478276326833e-06,1.40157855903657e-05
"HRAS",-0.402707957325418,4.42366382898603e-06,1.40403243267818e-05
"MYOM3",-0.531186298691045,4.43861951600943e-06,1.40841255907524e-05
"TAF1D",0.335119873729539,4.44045824558006e-06,1.40862936434729e-05
"TMTC2",-0.368826889282126,4.4603455498101e-06,1.4145700467673e-05
"CNPY4",-1.46277983160117,4.47177595542154e-06,1.41782628537175e-05
"ICMT",-0.628029341268366,4.48429100765131e-06,1.42142464051683e-05
"KIAA0040",-1.00282709460782,4.48547500220121e-06,1.42143035486964e-05
"ARX",-0.735844660241812,4.52704077289232e-06,1.43422957542438e-05
"RRM2B",0.284154922242089,4.53163740412992e-06,1.4353128499285e-05
"SMU1",0.248545813784639,4.55668024933436e-06,1.44286984206845e-05
"KHSRP",-0.283941232355937,4.56458803370882e-06,1.44499851256671e-05
"PLD6",0.380824927624519,4.56805888316471e-06,1.44572185474198e-05
"PPP1R3F",-0.399241980860577,4.57886125312114e-06,1.44876453508435e-05
"NOMO3",0.277112662433389,4.58532879599239e-06,1.45043444089111e-05
"GREB1",-0.653565831104282,4.58984674086462e-06,1.45148694209807e-05
"ATP6V1G2",-0.589515231061402,4.59295444778134e-06,1.45209304130971e-05
"CCDC138",-0.463251626140743,4.62056521931609e-06,1.46044362428526e-05
"HES4",0.522000271230522,4.65631399153206e-06,1.47136142744343e-05
"KIF27",0.36807525456113,4.6925519339982e-06,1.48242810643618e-05
"CKMT1A",0.247204355416432,4.69523305730267e-06,1.48289083423774e-05
"TMA16",0.541177790188206,4.70156771910339e-06,1.48450691695388e-05
"TMEM260",0.438874061270017,4.70585788603124e-06,1.48547678634404e-05
"FKBP15",0.491679723833997,4.72381026567061e-06,1.49075772582942e-05
"ARHGAP27",3.37952276251045,4.75494993269386e-06,1.50019654838175e-05
"CHCHD5",-0.293153612671342,4.76666884185737e-06,1.50350478269297e-05
"MON1B",0.583988331688176,4.82744576077595e-06,1.52228120200775e-05
"SDHB",-0.534267169373397,4.83332961107204e-06,1.52374246931935e-05
"PHKA2",0.575318483359336,4.84112373599201e-06,1.52580505339914e-05
"RNF141",-4.34434195528635,4.86148068807969e-06,1.5318250469987e-05
"CIR1",0.692416861807891,4.89983253311086e-06,1.54351055325981e-05
"YEATS2",0.272231706803917,4.92069801528112e-06,1.54968301483576e-05
"ZNF680",-0.939017937096483,4.93025959388557e-06,1.55229325178355e-05
"CENPF",0.366786044856683,4.93815642979943e-06,1.55437813156945e-05
"NDUFB4",0.435698724492989,4.93988484340256e-06,1.55452080861953e-05
"NUDT1",1.33557259727939,4.98287510104882e-06,1.56764465437125e-05
"ZADH2",0.268396931951387,4.99083061018e-06,1.56974241405326e-05
"ZNF749",-0.26556162794474,5.00830607477763e-06,1.57483258595858e-05
"TXNL4A",0.591101224308434,5.01570319998547e-06,1.57675187496191e-05
"RC3H2",-2.41938586621635,5.01751038270624e-06,1.57691335590543e-05
"XPO1",0.333894241408115,5.04604486640989e-06,1.5854724991341e-05
"ADAM22",0.285577037583379,5.06133077209008e-06,1.5898655872855e-05
"U2SURP",0.646600174903575,5.09906907649634e-06,1.60130734445046e-05
"PLCD3",-0.407724734307458,5.11062346255749e-06,1.60452255040016e-05
"C2orf69",0.91673099256981,5.11697957936766e-06,1.60610448125827e-05
"TM9SF3",0.225837865731749,5.12055962852211e-06,1.60659145597992e-05
"CASC4",-0.440808338501997,5.12116676067425e-06,1.60659145597992e-05
"MIB2",-0.938857757685082,5.1246264539621e-06,1.6072632132815e-05
"SEMA4D",0.447622632674756,5.13733515070517e-06,1.61083469193021e-05
"TAOK3",-0.358183150012545,5.14108579312321e-06,1.6115962176386e-05
"ACBD5",0.623855938256103,5.14440398509117e-06,1.61222182473641e-05
"CNKSR3",-0.281597223945536,5.19376880110303e-06,1.62727410573752e-05
"SPECC1",0.259441320787204,5.19612524349452e-06,1.6275941121131e-05
"FBXW4",-0.772998693286546,5.20959185059585e-06,1.63139312228651e-05
"SLC2A6",-0.583070259298496,5.22033895136933e-06,1.634306942855e-05
"CCDC124",0.422094728458471,5.22157783809386e-06,1.634306942855e-05
"METTL3",-0.689950973669716,5.23736985743363e-06,1.63882895102601e-05
"UTP14C",-0.528898141896489,5.24500946193447e-06,1.64079831538217e-05
"NGFR",-0.411330810529231,5.25219437610719e-06,1.64262446483127e-05
"ZNF771",-0.627013598464741,5.26008360430399e-06,1.64466989535958e-05
"LRRCC1",2.37973489523638,5.27230363904069e-06,1.648068042655e-05
"SMC5",0.364021012263506,5.28132320924256e-06,1.65046427182456e-05
"USP5",0.922355136375442,5.29639117096037e-06,1.65474896886668e-05
"LANCL1",0.325718731906601,5.2991566694993e-06,1.65518880240497e-05
"CCPG1",-0.410366885045503,5.30724522022923e-06,1.65729063729033e-05
"CDC14B",-0.564525818622283,5.32557639780611e-06,1.66258903625235e-05
"RAP1GAP",-1.11990211478033,5.36681818877336e-06,1.67503534406902e-05
"KIAA0556",0.399681949524804,5.383885644314e-06,1.67993217020302e-05
"CUX1",0.543299190063116,5.39027486561084e-06,1.68149541675184e-05
"NUP153",0.304125033225345,5.39929277804507e-06,1.68387767350083e-05
"FARS2",-0.829043016605135,5.44842377902594e-06,1.69876558286714e-05
"PPFIA3",-0.934387329152363,5.45144863237977e-06,1.69927410578731e-05
"LY6E",0.293578142716851,5.45850716608945e-06,1.70103938808273e-05
"TMEM167A",-0.567106426758334,5.47546465543515e-06,1.70588780001048e-05
"CD44",-1.5644427679661,5.4839648827469e-06,1.70809953718875e-05
"ANKRD1",-0.847326745760993,5.48823876787548e-06,1.70875853260009e-05
"SLC39A11",0.652241716027901,5.48888394197519e-06,1.70875853260009e-05
"PCYOX1L",0.283704872724549,5.49561858592076e-06,1.71041833497472e-05
"LAMP1",0.293641947784346,5.50086458667005e-06,1.71161409331533e-05
"DYRK1B",-1.01312026055985,5.52046612825128e-06,1.71727488056931e-05
"IFIH1",0.505255072588236,5.53668313530112e-06,1.7218802066953e-05
"KCNAB1",-0.580772123895408,5.54048379492361e-06,1.72262274786824e-05
"PHF12",0.292673117453621,5.54389070432948e-06,1.72324251852322e-05
"PACS1",-0.298725638616091,5.54828693807347e-06,1.72416941274672e-05
"SNRNP40",-0.464338242715818,5.55950119608189e-06,1.72721404386938e-05
"TFR2",-0.354506217503137,5.56101242014934e-06,1.72724337360613e-05
"ABCC6",0.409919364662578,5.59459648087573e-06,1.73723193322354e-05
"BOLA3",0.338135099695603,5.62684400670014e-06,1.7468004911047e-05
"DENND5A",-0.498630093946932,5.66117733537781e-06,1.75701152992848e-05
"C19orf54",0.772294694565349,5.67825066753876e-06,1.76186189585047e-05
"ZMYM4",1.00078452363864,5.69366897674461e-06,1.76619639937643e-05
"NDUFAF4",1.99845029832584,5.71363289817543e-06,1.7719384040106e-05
"ATP2C2",-0.89273319610948,5.71946701471415e-06,1.77329660163734e-05
"PIK3AP1",1.13510771048081,5.73843969301755e-06,1.77872662846623e-05
"MRPS15",-1.49605590502058,5.75133216182253e-06,1.78226970983169e-05
"6-Mar",-0.438153020072631,5.76236691461618e-06,1.78523545250536e-05
"TWF2",0.593515590686315,5.76729321700345e-06,1.78630771363031e-05
"AIMP2",-0.506369654561695,5.7902988511508e-06,1.7929777316327e-05
"FAM162A",0.483669276449809,5.80774357399934e-06,1.7979228519712e-05
"FRAT2",-0.570290906623354,5.82648989782166e-06,1.80326830018644e-05
"EPDR1",0.408681470037616,5.83370242147574e-06,1.80504228985306e-05
"WDR53",-0.317599810392034,5.8467294177028e-06,1.80861401500165e-05
"GJD3",0.964185965979365,5.8536014857727e-06,1.81028045948897e-05
"TBPL1",-1.24245962247638,5.91856598367756e-06,1.82990712419511e-05
"MRPL34",1.01513879923894,5.92531952145775e-06,1.83153068676702e-05
"BHMG1",-0.417728051258811,5.97585540676962e-06,1.84668322595509e-05
"COMMD2",-0.539897374550122,5.98940699512499e-06,1.84950205718004e-05
"MN1",0.354902743466884,5.98944722907102e-06,1.84950205718004e-05
"PDZD8",-0.309297514448619,5.98952844044526e-06,1.84950205718004e-05
"MAN1A2",1.5559436912715,6.04102310525285e-06,1.86493068311313e-05
"ISG15",-0.645848426851134,6.04631304501169e-06,1.86609119827183e-05
"SCARB2",1.51875148226535,6.05317112917859e-06,1.86773498445498e-05
"CORO1A",-0.450270308262533,6.06155579719951e-06,1.86984885434361e-05
"LOC107984138",0.540533129835001,6.07925820413097e-06,1.87483523315357e-05
"PGD",-0.306145707628822,6.08710359466834e-06,1.87677996769352e-05
"ZFAND1",0.312041100222238,6.09350080451958e-06,1.87827732763333e-05
"RBM15B",-0.883502722538563,6.12214805271985e-06,1.88663060947188e-05
"PYROXD1",-0.334232302753152,6.13666229024119e-06,1.89062547334674e-05
"MTRF1L",0.366698086526301,6.21581124563505e-06,1.91452639958405e-05
"PLEKHH1",0.573568531947226,6.24166000052131e-06,1.92200245178973e-05
"RDX",-0.348372865428506,6.24434618144653e-06,1.92218566098608e-05
"DHX16",-0.323510266761635,6.24540841864149e-06,1.92218566098608e-05
"ANKRD28",-0.549279132188278,6.29497756109605e-06,1.93695283814543e-05
"ULK3",-0.52300184257764,6.34079704588097e-06,1.95055909125246e-05
"STOX1",-0.433258828782905,6.38988564166585e-06,1.96516387128023e-05
"MEPCE",0.336566818931193,6.40186501624186e-06,1.96835148582609e-05
"RABEPK",2.2597988648542,6.42993757209338e-06,1.9764843404284e-05
"ZNF670",-0.679984652830435,6.44499518548373e-06,1.98061346877318e-05
"SFXN4",-0.562693934161665,6.47215462820141e-06,1.98845859557468e-05
"MIGA1",-0.423182617925259,6.49046520067307e-06,1.99358179041082e-05
"BMP7",-0.417467567547492,6.50788357580153e-06,1.99842843004021e-05
"WARS",0.403975587891433,6.51250219447553e-06,1.99934309375098e-05
"GMEB2",-0.675395523629569,6.53360558234127e-06,2.00531685937368e-05
"MID1IP1",3.54639425263451,6.53673632665145e-06,2.00577278022169e-05
"CCT3",-0.274412497220737,6.54370169409862e-06,2.00740481511717e-05
"MTHFSD",-0.367058155435819,6.56755700102551e-06,2.0142160352076e-05
"ALKBH5",-0.869367836757932,6.57570607060035e-06,2.0162080660636e-05
"RPL6",-0.402683603897569,6.6114759360322e-06,2.0266659073716e-05
"NFAT5",0.496680728417542,6.61314937789646e-06,2.02666928270326e-05
"BLOC1S2",-0.738509817899441,6.62671079110011e-06,2.03031493476505e-05
"CEP68",-1.43546644392255,6.64978218413678e-06,2.03687172378923e-05
"TTC4",0.705390053885188,6.69728943903844e-06,2.05090820274598e-05
"NUDT9",-0.473406829615186,6.71124042769094e-06,2.05466429065746e-05
"RNF123",-0.335153695319405,6.73870801382048e-06,2.06255559619597e-05
"LAMA5",-0.798842958249217,6.76122303087099e-06,2.06892745906999e-05
"SSBP4",-2.02277654596202,6.76939612237406e-06,2.07060914298843e-05
"RASSF3",0.288249392003639,6.7701156951455e-06,2.07060914298843e-05
"CD163L1",-0.370760698037248,6.79754335664261e-06,2.07847632457562e-05
"USP15",0.452670929511559,6.80035809214817e-06,2.07881558428732e-05
"SH3BP4",-0.732903511188708,6.8448305493222e-06,2.09157981174155e-05
"DMKN",-0.312576239567239,6.84554462213828e-06,2.09157981174155e-05
"SPINDOC",-0.311081416835031,6.851466933449e-06,2.09286478039782e-05
"SEL1L",1.60143870440712,6.86548189983243e-06,2.09662048699542e-05
"DNMT3B",-0.853603188248354,6.89700035427484e-06,2.10571828998158e-05
"RIC3",-0.389602750255681,6.90391671787747e-06,2.10730217094753e-05
"AKIRIN2",-0.492331148173934,6.90691847873841e-06,2.1076906927234e-05
"LIMS2",1.29695597147361,6.90963375657665e-06,2.10799161978043e-05
"ARAP1",-0.612229877445286,6.9269861931199e-06,2.11275678459657e-05
"RAB43",0.404175001435117,6.93348919274855e-06,2.11416884905691e-05
"4-Sep",-0.386858007544354,6.93508426493199e-06,2.11416884905691e-05
"ELF3",0.712287084601199,6.94865779389012e-06,2.11777717913286e-05
"SNRK",0.393262688021885,6.95360612834775e-06,2.11875561886247e-05
"SEM1",0.811564009062334,6.9878127362379e-06,2.12864630353514e-05
"ZNF839",0.809142406321504,6.99072140405375e-06,2.12900036564625e-05
"CDC16",-0.866639403822903,7.00425009973251e-06,2.13258773640957e-05
"RPRD1A",-0.457922054183418,7.01168151422384e-06,2.13431733682654e-05
"NEDD8",-0.559548423130348,7.07176100269783e-06,2.15206785781052e-05
"PMPCA",2.44302667662473,7.0899592816005e-06,2.15703246439404e-05
"MBNL2",0.340570523015512,7.09161358156946e-06,2.15703246439404e-05
"ARPC1B",1.72503165092755,7.1191165190681e-06,2.16485780703315e-05
"MED10",0.470764809292977,7.14126540796955e-06,2.17105153587423e-05
"GNL3",0.662951593217981,7.15016502678218e-06,2.17321520422592e-05
"RABL2B",-1.41138015872669,7.16198018585983e-06,2.17626371998547e-05
"AK5",1.72835363934372,7.19334106931652e-06,2.18524846688357e-05
"MAPK8",0.386934152606939,7.20489702426259e-06,2.18821374247098e-05
"PRKAR2B",1.41692960391952,7.21326430415e-06,2.19020934326009e-05
"DLAT",-0.998863455898902,7.23177857159336e-06,2.19528417744758e-05
"CCSER2",-0.506864650621268,7.30770022798946e-06,2.21777877718246e-05
"SAR1A",-1.85202909557137,7.3197445441059e-06,2.2208811781283e-05
"TEAD4",-0.314236893215039,7.34312726632011e-06,2.22742136112736e-05
"MRPL30",-0.349104034980544,7.38183234584575e-06,2.23860492856233e-05
"LMF2",-0.579024489180756,7.39051451242957e-06,2.24017041733521e-05
"SIGMAR1",1.02637058994956,7.39066968954327e-06,2.24017041733521e-05
"ACTR3B",0.467104067756393,7.42797609271026e-06,2.2509186315245e-05
"DNAJA1",-0.476518336526244,7.44256590398402e-06,2.25477934730291e-05
"ABCA3",1.24074284371327,7.44786373489946e-06,2.25582377123377e-05
"DBN1",-0.313877880807778,7.56935259208915e-06,2.29205110407747e-05
"TRIP12",0.639173424994102,7.59146651539153e-06,2.29817651574716e-05
"ITPKA",-4.31760918108337,7.5967291948733e-06,2.29919874912364e-05
"ANKRD18A",0.722458338036798,7.62039394414362e-06,2.30578859699814e-05
"BIN1",0.428934578564462,7.65339570345227e-06,2.31519967793515e-05
"KIF11",-0.372900918168086,7.65541648441777e-06,2.31523647634674e-05
"IRF3",-0.544539840174194,7.68897218950304e-06,2.32480803477757e-05
"C6orf132",-0.385345804242634,7.71609355159257e-06,2.33242986579383e-05
"GABRD",0.803530538273389,7.75412416788044e-06,2.34334476278211e-05
"SLC25A23",0.439753515946638,7.75923847905157e-06,2.344309201936e-05
"NDUFB2",0.444993307073386,7.76657222604131e-06,2.34594355816823e-05
"NAGK",-0.438771152381069,7.79509609198242e-06,2.35397613221099e-05
"GVQW3",0.524088947808762,7.8216437918942e-06,2.36140810963304e-05
"C5orf24",-0.694636856589809,7.82368073383371e-06,2.36143827249732e-05
"INPP5J",-0.751066159077052,7.83184810613889e-06,2.36290256907805e-05
"ZDHHC24",0.41544790886327,7.83264600671617e-06,2.36290256907805e-05
"COX16",0.434369675237553,7.83434680027354e-06,2.36290256907805e-05
"SNED1",-0.410808452060232,7.86648929025306e-06,2.37201016417203e-05
"ATAD3B",0.489522868259269,7.95627981802593e-06,2.39849177204634e-05
"ZNF586",0.315590709772843,7.95903263149909e-06,2.39872847492226e-05
"RBM45",-0.312374583040165,7.9772434825729e-06,2.40362272110841e-05
"LLGL2",0.385270377080711,7.98211211873582e-06,2.40449540003727e-05
"ELL3",0.273721581472624,8.02037562167655e-06,2.41542488151825e-05
"PUS3",-0.478287814781864,8.02333556707397e-06,2.41571953317359e-05
"CYP4F22",0.462998218000657,8.06652570654221e-06,2.42794925317557e-05
"HYPK",0.833806693408318,8.06793735100832e-06,2.42794925317557e-05
"GNB3",0.326666687676223,8.09195203660055e-06,2.43457520429905e-05
"ARHGAP35",-1.65200439391556,8.11486000263686e-06,2.44086499610525e-05
"PHF20L1",0.332685895597728,8.16032400568245e-06,2.45393463130919e-05
"KLRD1",0.290574760911832,8.1784193663747e-06,2.45876967929652e-05
"ZFAND2A",0.797289543007724,8.18251890521104e-06,2.45882517014383e-05
"PSMD8",-0.650523676191562,8.18263777809327e-06,2.45882517014383e-05
"ZSCAN22",-0.468909258172142,8.21970886186701e-06,2.46935610485512e-05
"PITHD1",-0.263635084826056,8.27625987271843e-06,2.48573254763022e-05
"GRB2",0.378504025016919,8.29430149415912e-06,2.49053767279049e-05
"PCK2",-0.447807862578169,8.3061821485266e-06,2.49349092767023e-05
"SCAPER",0.548824463624217,8.32018458603229e-06,2.49707952457705e-05
"CSF1",-0.842428606507607,8.35482704357878e-06,2.50685937701868e-05
"SLC2A4RG",-0.320815033269497,8.37874854453821e-06,2.51341839336775e-05
"CDC37",1.42488319612105,8.42814903153146e-06,2.52761537130135e-05
"SACM1L",0.536267791894463,8.44399348156891e-06,2.53174433186932e-05
"VASN",0.345930444674027,8.47625196293215e-06,2.54079143545871e-05
"NFKB1",-0.634185260338784,8.49794801444294e-06,2.54666873756327e-05
"CPSF2",-0.414888250789937,8.57476592965465e-06,2.56905803510493e-05
"MARS2",0.285138360813457,8.58238963837022e-06,2.57071037054966e-05
"ZNF503",-0.4622410507584,8.58506944500964e-06,2.57088139533561e-05
"CDRT4",-0.453399110851779,8.59319736513208e-06,2.57268342530268e-05
"NOC3L",0.317751970415434,8.59611934910424e-06,2.57292636839995e-05
"OSBP",-0.444492274599642,8.60195904364943e-06,2.57404228525111e-05
"ARHGEF37",0.450917786219086,8.6137398995562e-06,2.57693504577889e-05
"CORO7",-0.377534097749472,8.61970303172987e-06,2.57808635082971e-05
"SPATA5",-1.56670555297812,8.62603675208741e-06,2.57934790396609e-05
"TNRC18",-0.398385979072667,8.64678540129433e-06,2.58448119741216e-05
"WDR31",-0.77452094022449,8.6474438555034e-06,2.58448119741216e-05
"USP25",-0.283251321261461,8.66201952891936e-06,2.58820294306509e-05
"RALGPS2",-0.238277040645822,8.70918830981586e-06,2.60165926696803e-05
"LYAR",0.398909000037794,8.71323801825743e-06,2.60223137385047e-05
"HNRNPA1L2",-0.644906182675558,8.80446369097892e-06,2.62883215421808e-05
"IRF1",-0.489401658854493,8.8456843140773e-06,2.64004142218392e-05
